count,emp_no,first_name,last_name,salary,from_date
1,19328,Yannik,Smeets,40000,1998-11-13
1,31395,Jayesh,Wursthorn,50280,1998-11-13
1,46004,Toshimori,Schlegelmilch,40000,1998-11-13
1,51694,Mohamadou,Taubman,53242,1998-11-13
1,65001,Jongsuk,Hardjono,52698,1998-11-13
1,84459,Amalendu,Barreiro,40000,1998-11-13
1,292872,Mabo,Wilfing,40000,1998-11-13
1,444832,Herbert,Conia,40000,1998-11-13
1,210230,Chikako,Bage,40000,1998-11-12
1,401129,Poorav,Speckmann,57168,1998-11-12
1,28968,Shalesh,Gerteisen,62182,1998-11-11
1,38196,Munehiko,Khamsi,54163,1998-11-11
1,85840,Kazuhiko,Reinhart,40000,1998-11-11
1,105391,Vidya,Peac,40000,1998-11-11
1,481506,Bluma,Rehfuss,78393,1998-11-11
1,65358,Kshitij,Cooley,40000,1998-11-10
1,211854,Eishiro,Rosar,40000,1998-11-10
1,263122,Hyuckchul,Ranai,62522,1998-11-10
1,455755,Mihalis,Kenevan,40000,1998-11-10
1,473741,Miomir,Chepyzhov,51978,1998-11-10
1,46838,Yakichi,Marzano,68645,1998-11-09
1,83643,Jinxi,Tsukune,43995,1998-11-09
1,221199,Sandeepan,Danlos,40000,1998-11-09
1,222512,Fumitake,Murtafg,40000,1998-11-09
1,242275,Toshiki,Haldar,40000,1998-11-09
1,221361,Aron,Krichel,40000,1998-11-08
1,436646,Dante,Rotem,40000,1998-11-08
1,87829,Genki,Etalle,40000,1998-11-07
1,224810,Muneo,Cappello,40000,1998-11-07
1,239925,Hugo,Ellozy,40000,1998-11-07
1,276289,Yuchang,Gilg,78960,1998-11-07
1,289462,Takahira,Hegner,49974,1998-11-07
1,404493,Tadahiko,Ranta,40000,1998-11-07
1,214768,Yakichi,Guardalben,53861,1998-11-06
1,405472,Takushi,Miake,40000,1998-11-06
1,471239,Adas,Marletta,40000,1998-11-06
1,207780,Dinah,Schade,61591,1998-11-05
1,415431,Willard,Manders,41221,1998-11-05
1,418237,Ioana,Maquelin,40000,1998-11-05
1,21609,Sibyl,Pappas,80510,1998-11-04
1,100259,Jiang,Laurillard,40000,1998-11-04
1,225816,Bader,Jansen,65039,1998-11-04
1,286526,Ulises,Dengi,51843,1998-11-04
1,293851,Golgen,Callaway,40000,1998-11-04
1,298792,Toney,Szilard,52749,1998-11-04
1,88403,Nigel,Ramaiah,42013,1998-11-03
1,235450,Hidekazu,Mawatari,56599,1998-11-03
1,250304,Brigham,Rusterholz,40000,1998-11-03
1,274534,Freyja,McClurg,40000,1998-11-03
1,286939,Arvin,Litzler,67028,1998-11-03
1,493999,Arvind,Driscoll,40000,1998-11-03
1,17012,Valdiodio,Petereit,40000,1998-11-02
1,62155,Akemi,Basawa,40170,1998-11-02
1,247086,Boaz,Mundy,53028,1998-11-02
1,421749,Dietrich,Calkin,40000,1998-11-02
1,423844,Masadi,Smeets,53842,1998-11-02
1,439027,Munir,Riexinger,60754,1998-11-02
1,11319,Pranas,Marrakchi,40000,1998-11-01
1,28525,Dannz,Highland,68550,1998-11-01
1,53943,Yannis,Hagimont,48421,1998-11-01
1,244780,Domenico,Itzfeldt,67177,1998-11-01
1,268015,Rajmohan,Waterhouse,40000,1998-11-01
1,269923,Sanjiv,Vadhan,95408,1998-11-01
1,444882,Masoud,Cronau,41230,1998-11-01
1,252982,Mandell,Pehl,51014,1998-10-31
1,453667,Takahiro,Swan,70311,1998-10-31
1,463370,Khue,Eiter,40000,1998-10-31
1,270634,Akeel,Vakili,57610,1998-10-30
1,410124,Froduald,Veccia,53239,1998-10-30
1,433130,Mihalis,Itzfeldt,40000,1998-10-30
1,442054,Sachar,Vendrig,41470,1998-10-30
1,464022,Bartek,Beznosov,69698,1998-10-30
1,485309,Ute,Rahier,56554,1998-10-30
1,80200,Yurii,Ghazalie,59857,1998-10-29
1,98725,Gill,Kaminger,49026,1998-10-29
1,11338,Kwangsub,Hanratty,82210,1998-10-28
1,32251,Inderjeet,Tsukuda,40000,1998-10-28
1,255157,Saeed,Zlotek,40000,1998-10-28
1,92965,Weiye,Salinas,56969,1998-10-27
1,275225,Mong,Luce,54617,1998-10-27
1,423168,Faiza,Oehlmann,41265,1998-10-27
1,444370,Masanao,Genin,40000,1998-10-27
1,477783,Bikash,Gajiwala,40000,1998-10-27
1,480271,Zita,Sooriamurthi,53938,1998-10-27
1,48176,Hauke,Templeman,40000,1998-10-26
1,74315,Kristinn,Henseler,40000,1998-10-26
1,296047,Mariusz,Schlenzig,40000,1998-10-26
1,427122,Uli,Ladret,54178,1998-10-26
1,460522,Dinkar,Weedman,40000,1998-10-26
1,470014,Gro,Khasidashvili,40000,1998-10-26
1,31709,Jinpo,Boissier,40000,1998-10-25
1,33696,Danny,Famili,40000,1998-10-25
1,249439,Billur,Sidhu,65081,1998-10-25
1,266217,Wuxu,Takanami,40000,1998-10-25
1,268911,Randi,Carrera,40000,1998-10-25
1,408422,Mayuri,Whittlesey,40000,1998-10-25
1,66086,Sverrir,Salvesen,57240,1998-10-24
1,76018,Leon,Honglei,40000,1998-10-24
1,240469,Harngdar,Oxenboll,89534,1998-10-24
1,255403,Yuqun,Goldhammer,63736,1998-10-24
1,490462,Manibrata,Fraisse,40000,1998-10-24
1,56187,Youpyo,Lienhardt,40000,1998-10-23
1,207426,Mats,Panangaden,58946,1998-10-23
1,251913,Rildo,Hellwagner,49131,1998-10-23
1,278703,Irena,Kitai,66322,1998-10-23
1,38268,Maris,Imataki,59754,1998-10-22
1,240750,Shrikanth,Bernatsky,76789,1998-10-22
1,278882,Garnet,Vrecion,48434,1998-10-22
1,450735,Chaitali,Naumovich,71020,1998-10-22
1,486888,Florina,Veeraraghavan,74617,1998-10-22
1,31877,Masoud,Ossenbruggen,40000,1998-10-21
1,276240,Aamod,Kitsuregawa,40000,1998-10-21
1,443297,Krister,Egerstedt,40000,1998-10-21
1,89125,Danel,Sinitsyn,40000,1998-10-20
1,255220,Kwangsub,Renear,40000,1998-10-20
1,53530,Gully,Pintelas,54088,1998-10-19
1,70563,Naraig,Klerer,51917,1998-10-19
1,416604,Gonzalo,Kambil,70985,1998-10-19
1,418266,Toshimori,Gulak,43886,1998-10-19
1,430300,Xuedong,Binkley,42148,1998-10-19
1,72683,Tristan,Frolund,40000,1998-10-18
1,243378,Nirmal,Matzel,60221,1998-10-18
1,280117,Janalee,Stanger,46797,1998-10-18
1,402533,Martins,Rijckaert,62655,1998-10-18
1,414631,Theirry,Maliniak,52285,1998-10-18
1,449915,Vasiliy,Maierhofer,40000,1998-10-18
1,23868,Trygve,Reistad,49745,1998-10-17
1,41187,Jacqueline,Maquelin,41604,1998-10-17
1,266017,Gift,Spelt,68777,1998-10-17
1,438999,Juichirou,Daescu,45702,1998-10-17
1,477756,Pragnesh,Iivonen,41767,1998-10-17
1,106756,Arup,Suessmith,71811,1998-10-16
1,266255,Manu,Dehkordi,54543,1998-10-16
1,215218,Shiv,Cappello,41418,1998-10-15
1,466556,Xinglin,Karnin,40000,1998-10-15
1,415726,Mingdong,Spelt,63761,1998-10-14
1,441407,Atreyi,Roohalamini,57918,1998-10-14
1,447989,Wojceich,Gini,67692,1998-10-14
1,29511,Sadegh,Taubman,47419,1998-10-13
1,61292,Badri,Boguraev,53842,1998-10-13
1,97724,Jagoda,Pezzoli,40000,1998-10-13
1,222239,Zhiguo,Kilgour,40000,1998-10-13
1,234782,Yuriy,Pehl,73482,1998-10-13
1,248951,Matt,Zultner,47357,1998-10-13
1,265936,Fun,Kawashimo,70349,1998-10-13
1,453150,Shahid,Deville,44590,1998-10-13
1,489464,Marsha,Chepyzhov,51998,1998-10-13
1,22023,Mart,Vidya,46984,1998-10-12
1,45731,Naraig,Bouloucos,44160,1998-10-12
1,101067,Kerhong,Schmittgen,54297,1998-10-12
1,234500,Dmitry,Zockler,66624,1998-10-12
1,276058,Shiv,Tchuente,48872,1998-10-12
1,280933,Jianhao,Dalphin,40000,1998-10-12
1,448014,Kristof,Selenyi,51255,1998-10-12
1,478939,Tommaso,Riefers,57443,1998-10-12
1,83477,Jayson,Frijda,53572,1998-10-11
1,226453,Saniya,Leonhardt,49755,1998-10-11
1,419069,Koichi,Setlzner,40000,1998-10-11
1,299921,Hatem,Bondorf,40000,1998-10-10
1,421954,Leandro,Reeker,40000,1998-10-10
1,446512,Chiranjit,Ruther,47776,1998-10-10
1,490487,Gino,Reistad,40000,1998-10-10
1,462259,Tomoyuki,Huttel,45968,1998-10-08
1,30408,Masasuke,Crelier,40000,1998-10-07
1,225652,Along,Seiwald,40920,1998-10-07
1,262260,Ishfaq,Lund,44838,1998-10-06
1,10642,Hirochika,Narlikar,40000,1998-10-05
1,69625,Remmert,Taneja,85397,1998-10-05
1,72634,Xuedong,Thiran,43347,1998-10-05
1,212799,Abdelkader,Falby,40000,1998-10-05
1,252284,Juichirou,Koyama,46417,1998-10-05
1,280979,Remmert,Orsini,77998,1998-10-05
1,466487,Makato,Strooper,62415,1998-10-05
1,482679,Krister,Decleir,52437,1998-10-05
1,22216,Thodoros,Cooley,64616,1998-10-04
1,206091,Zhaofang,Knightly,44499,1998-10-04
1,87738,Ipke,Sluis,80766,1998-10-03
1,291294,Yoshimitsu,Luby,65096,1998-10-03
1,296033,Youngkon,Peak,40000,1998-10-03
1,405024,Oddvar,Preusig,56703,1998-10-03
1,462116,Mahmut,Ramras,47858,1998-10-03
1,58357,Djenana,Vecchi,46870,1998-10-02
1,81177,Bodh,Berendt,68201,1998-10-02
1,95923,Richard,Rijsenbrij,40000,1998-10-02
1,287218,Maris,Swen,40000,1998-10-02
1,494166,Marit,Khalid,40000,1998-10-02
1,499133,Shahab,Pfau,64460,1998-10-02
1,63778,Gio,Sudkamp,40000,1998-10-01
1,230321,Gunilla,Alencar,50835,1998-10-01
1,414844,Genevieve,Stroustrup,40000,1998-10-01
1,75868,Marko,Sadowski,56136,1998-09-30
1,105081,Yechezkel,Gyorkos,50813,1998-09-30
1,259947,Kasidit,Yoshimura,40000,1998-09-30
1,282261,Huai,Jumpertz,47954,1998-09-30
1,437844,Marlo,Pero,52125,1998-09-30
1,485460,Przemyslawa,Karner,41526,1998-09-30
1,290536,Kiam,Janetzko,40000,1998-09-29
1,432555,Herbert,Krybus,40000,1998-09-29
1,102144,Bernice,Karlin,40000,1998-09-28
1,412295,Bezalel,Scharstein,54686,1998-09-28
1,81142,Heon,Zastre,40000,1998-09-27
1,200666,Weicheng,Dusink,40000,1998-09-27
1,418096,Teruyuki,Montresor,40000,1998-09-27
1,86856,Vasilis,Perelgut,60431,1998-09-26
1,34030,Nobuyoshi,Rodiger,84366,1998-09-25
1,81672,Kazuhito,Aloia,40000,1998-09-25
1,92972,Marjo,Ramamoorthy,41684,1998-09-25
1,100621,Olivera,Joslin,40000,1998-09-25
1,103665,Tomoyuki,Monarch,63183,1998-09-25
1,216318,Guozhong,Maierhofer,49678,1998-09-25
1,286247,Vasilis,Sambasivam,54865,1998-09-25
1,430910,Duro,Taneja,45988,1998-09-25
1,14785,Zhonghua,Kaiser,46936,1998-09-24
1,424491,Caolyn,Munoz,68978,1998-09-24
1,457131,Visit,Herbst,40000,1998-09-24
1,68110,Ewing,Erni,40000,1998-09-23
1,86934,Jovan,Strooper,41984,1998-09-23
1,433738,Toshimi,Petersohn,50419,1998-09-23
1,92053,Uri,Gonthier,79053,1998-09-22
1,236373,Mahendra,Fujisaki,59281,1998-09-22
1,280910,Arve,Dehkordi,86669,1998-09-22
1,480862,Maris,Kropp,62893,1998-09-22
1,11515,Ulf,Basawa,70182,1998-09-21
1,13170,Cheong,Bernardeschi,49012,1998-09-21
1,23907,Isamu,Dahlbom,68827,1998-09-21
1,92801,Marco,Vrecion,46452,1998-09-21
1,283557,Hironobu,Teitelbaum,77621,1998-09-21
1,294332,Adit,Ranft,53789,1998-09-21
1,489504,Apostol,Kriebel,63259,1998-09-21
1,61018,Marco,Zallocco,59388,1998-09-20
1,84263,Jackson,Henseler,68464,1998-09-20
1,99564,Vitali,Azevdeo,56125,1998-09-19
1,231756,Ronnie,Barreiro,40000,1998-09-19
1,498289,Spyrose,Schmezko,51219,1998-09-19
1,94684,Subbu,Stiles,48058,1998-09-18
1,230747,Piyush,Haumacher,42730,1998-09-18
1,447008,Zsolt,Cooman,67211,1998-09-18
1,471422,Teunis,Atchley,85455,1998-09-18
1,278126,Zdislav,Greibach,67718,1998-09-17
1,297270,Masoud,Zucker,56697,1998-09-17
1,42424,Adin,Picco,40000,1998-09-16
1,69613,Gay,Tsukuda,56822,1998-09-16
1,499797,Wayne,Hutter,50496,1998-09-16
1,89080,Gil,Smeets,61361,1998-09-15
1,476933,Mayuri,Kobara,40000,1998-09-15
1,40977,Elvia,Sinicrope,85663,1998-09-14
1,46028,Sakthirel,Emmerich,66926,1998-09-14
1,86948,Rosita,Swan,77472,1998-09-14
1,482493,Lalit,VanScheik,52339,1998-09-14
1,484829,Maris,Hettesheimer,40000,1998-09-14
1,18108,Sanjai,Genin,76712,1998-09-13
1,275692,Arfst,Soloway,80766,1998-09-13
1,472194,Bokyung,Zultner,40000,1998-09-13
1,251013,Sugwoo,Pietracaprina,40000,1998-09-12
1,439309,Gila,Ligten,40000,1998-09-12
1,27255,Yannis,Kropf,77797,1998-09-11
1,266751,Dhritiman,Penz,42381,1998-09-11
1,288430,Rafael,Shrader,51277,1998-09-11
1,439823,Remko,Erdi,45338,1998-09-11
1,497188,Douadi,Pokrovskii,70233,1998-09-11
1,36002,Moto,Siepmann,40000,1998-09-10
1,38551,Sangeeta,Angelopoulos,40000,1998-09-10
1,41200,Huei,Leppanen,40000,1998-09-10
1,106192,Alejandra,Calkin,40000,1998-09-10
1,219589,Supot,Worfolk,48399,1998-09-10
1,260612,Roded,Conte,79824,1998-09-10
1,426428,Aloke,Bierbaum,66468,1998-09-10
1,433020,Adas,Rahimi,40000,1998-09-10
1,19244,Guenter,Vitiello,51173,1998-09-09
1,107625,Quingbo,Schwabacher,40000,1998-09-09
1,225760,Subhrajyoti,Adachi,47857,1998-09-09
1,282968,Baoqiu,Picci,40000,1998-09-09
1,73965,Tonia,Verhaegen,40000,1998-09-08
1,105705,Ghassan,Mellouli,40000,1998-09-08
1,407653,Hitomi,Baezner,86908,1998-09-08
1,491433,Remzi,Bodoff,40000,1998-09-08
1,85017,Falguni,Swiler,98339,1998-09-07
1,205700,Gay,Luit,68397,1998-09-07
1,227205,Leon,Demizu,43443,1998-09-07
1,277019,Toshimi,Cherinka,74244,1998-09-07
1,73901,Arif,Ernst,54929,1998-09-06
1,224456,Kwok,Stasinski,51146,1998-09-06
1,49138,Zhonghua,Nourani,40000,1998-09-05
1,232888,Ennio,Comellas,43882,1998-09-05
1,271124,Shooichi,Jarecki,40000,1998-09-05
1,471483,Janalee,Ozeki,64223,1998-09-05
1,41973,Mantis,Massonet,68064,1998-09-04
1,95696,Akemi,Schaft,45811,1998-09-04
1,275285,Mana,Aingworth,44323,1998-09-04
1,474950,Lijia,Cannane,40000,1998-09-04
1,31263,Yurij,Pena,52356,1998-09-03
1,405713,Krassimir,Nourani,56282,1998-09-03
1,10326,Masali,Czap,40000,1998-09-02
1,66258,Sumant,Schonegge,40000,1998-09-01
1,67797,Chaoyi,Azuma,40000,1998-09-01
1,200251,King,Vasanthakumar,41507,1998-09-01
1,436599,Parke,Zhang,40000,1998-08-31
1,13333,Yoshinari,Hennebert,50997,1998-08-30
1,43594,Moni,Hoogerwoord,68494,1998-08-30
1,44392,Bedir,Shigei,42369,1998-08-30
1,83328,Ute,Demri,40000,1998-08-30
1,96506,Ferdinand,Schicker,40000,1998-08-30
1,425960,Elliott,Terkki,55518,1998-08-30
1,70739,Przemyslawa,Kakkar,86752,1998-08-29
1,406950,Adas,Heering,66766,1998-08-29
1,455355,Remko,Rotem,67056,1998-08-29
1,476084,Reinhard,Ranst,53326,1998-08-29
1,498684,Olivera,Argence,51406,1998-08-29
1,60135,Theron,Tokunaga,54786,1998-08-28
1,90674,Tzu,Nastansky,40000,1998-08-28
1,416008,Zeljko,Ranze,52251,1998-08-28
1,432730,Nevio,Trystram,48673,1998-08-28
1,445010,Yuqun,Brobst,40000,1998-08-28
1,260352,Ayonca,Kilgore,40000,1998-08-27
1,267535,Mototsugu,Maierhofer,40000,1998-08-27
1,274869,Nadjib,Bressoud,40000,1998-08-27
1,409574,Mani,Reghbati,40000,1998-08-27
1,461309,Nahum,Zaumen,57356,1998-08-27
1,498696,Macha,Zockler,72074,1998-08-27
1,17098,Xuedong,Gelosh,40000,1998-08-26
1,220526,Aram,Shiratori,40000,1998-08-26
1,434546,Mahmut,Whitcomb,59912,1998-08-26
1,471809,Moty,Paciorek,40000,1998-08-26
1,14015,Manibrata,Picaronny,63084,1998-08-25
1,299378,Lakshmi,Gerlach,51616,1998-08-25
1,425735,Jaewoo,Vanwelkenhuysen,40000,1998-08-25
1,427680,Souichi,Underwood,48215,1998-08-25
1,446190,Jaroslava,Baba,40000,1998-08-25
1,467288,Tze,Feinberg,55638,1998-08-25
1,81849,Debatosh,Bednarek,66528,1998-08-24
1,237179,Leen,Ernst,54027,1998-08-24
1,20964,Clyde,Erez,85572,1998-08-23
1,65372,Amalendu,Lenart,72587,1998-08-23
1,69773,Elzbieta,Kisuki,62452,1998-08-23
1,462132,Phule,Gronowski,40000,1998-08-23
1,21877,Brigham,Biran,75382,1998-08-22
1,75688,Adamantios,Crooks,58658,1998-08-22
1,419123,Marit,Hutter,40000,1998-08-22
1,426742,Toshiko,Swick,67295,1998-08-22
1,208358,Keung,Pokrovskii,50291,1998-08-21
1,253851,Piyush,Smailagic,70555,1998-08-21
1,271436,Fei,Cummings,40000,1998-08-21
1,424085,Irene,Merks,40000,1998-08-21
1,49524,Saniya,Brender,80839,1998-08-20
1,66039,JoAnna,Georgatos,75671,1998-08-20
1,46323,Masako,Tzvieli,75704,1998-08-19
1,51994,Shigehito,Pluym,86798,1998-08-19
1,237767,Sanjay,Kalefeld,47865,1998-08-19
1,245264,Make,Streng,71189,1998-08-19
1,272895,Berna,Hertweck,40000,1998-08-19
1,414486,Chinya,Jayawardene,56857,1998-08-19
1,468325,Rosli,Papadias,40000,1998-08-19
1,483854,Deniz,Borstler,52196,1998-08-19
1,22509,Zejun,Shumilov,61470,1998-08-18
1,35016,Dinah,Awdeh,40000,1998-08-18
1,69932,Surveyors,Stenning,60208,1998-08-18
1,74585,Youssef,Maliniak,40000,1998-08-18
1,214591,Mohua,Luders,45449,1998-08-18
1,264292,Boguslaw,Frolund,60054,1998-08-18
1,446355,Kiam,Vieri,47685,1998-08-18
1,214446,Barry,Mersereau,71698,1998-08-17
1,288755,Badri,Buescher,40000,1998-08-17
1,239462,Masadi,Iisaka,40475,1998-08-16
1,477682,Adil,Miyakawa,81498,1998-08-16
1,428012,Tuval,Merlo,40000,1998-08-15
1,86459,Gritta,Etalle,49887,1998-08-14
1,212259,Vishu,Slaats,53660,1998-08-14
1,226263,Rajmohan,Attimonelli,55117,1998-08-14
1,456989,Jinpo,Sooriamurthi,40000,1998-08-14
1,267222,Atreye,Pell,40000,1998-08-13
1,288713,Guttorm,Marciano,40000,1998-08-13
1,294790,Kish,Panangaden,47229,1998-08-13
1,417828,Marjo,Besancenot,40000,1998-08-13
1,435553,Somnath,Moffat,74641,1998-08-13
1,463738,Hairong,Pellegrinelli,57530,1998-08-13
1,493503,Hidefumi,Potthoff,43346,1998-08-13
1,226369,Kensei,Heping,113188,1998-08-12
1,260626,Piyawadee,Eppinger,59906,1998-08-12
1,299384,Dipankar,Schiettecatte,49993,1998-08-12
1,410775,Luerbio,Thebaut,90376,1998-08-12
1,416566,Hugo,Bergere,73543,1998-08-12
1,423945,Ymte,Heping,59777,1998-08-12
1,475383,Visit,Isard,40000,1998-08-12
1,488682,Ugo,Badache,56702,1998-08-12
1,422671,Ronghao,Basagni,56085,1998-08-11
1,477017,Achilleas,Matteis,50163,1998-08-11
1,79218,Rosita,Luce,40000,1998-08-10
1,97126,Nitsan,Heyers,64243,1998-08-10
1,298992,Kauko,Guenter,55568,1998-08-10
1,42209,Kensyu,Leonhardt,40000,1998-08-09
1,248908,Adit,Peha,45468,1998-08-09
1,259922,Terresa,Kitsuregawa,40000,1998-08-09
1,420747,Weicheng,Maccarone,78976,1998-08-09
1,446558,Weiyi,Braunschweig,40000,1998-08-09
1,21373,Gonzalo,Awdeh,56985,1998-08-08
1,24855,Dung,Lund,40000,1998-08-08
1,28501,Nagui,Viele,40000,1998-08-08
1,87095,Jixiang,Laurillard,49047,1998-08-08
1,438340,Remco,Asser,40000,1998-08-08
1,473690,Zhanqiu,Junot,40000,1998-08-07
1,225030,Leszek,Spell,54903,1998-08-06
1,242895,Khoa,Pillow,40000,1998-08-06
1,466701,Frederique,Ashish,66039,1998-08-06
1,481815,Khedija,Jenevein,77284,1998-08-06
1,210246,Pradeep,Gecsei,51566,1998-08-05
1,236228,Gal,Baez,40000,1998-08-05
1,263640,Gina,Alpin,48151,1998-08-05
1,407460,Guiseppe,Morris,89324,1998-08-05
1,438619,Chiranjit,Sichman,73422,1998-08-05
1,54352,Hilary,Daescu,54271,1998-08-04
1,85551,Mohit,Perry,40000,1998-08-04
1,86071,Premsyl,Kavvadias,63940,1998-08-04
1,93143,Tonia,Makinen,43377,1998-08-03
1,251026,Shan,Whitcomb,41238,1998-08-03
1,425487,Kellyn,Egerstedt,57618,1998-08-03
1,499503,Arra,Karner,40000,1998-08-03
1,42942,Mansur,Bolotov,40000,1998-08-02
1,285326,Adit,Chenney,47512,1998-08-02
1,425652,Tran,Birrer,48318,1998-08-02
1,69598,Elvis,Hofstetter,55656,1998-08-01
1,286878,Sakthirel,Otillio,92531,1998-07-31
1,498860,Berto,Pietrzykowski,42782,1998-07-31
1,60510,Divine,Nitsche,40000,1998-07-30
1,84743,Juichirou,Picaronny,40000,1998-07-30
1,57118,Xinan,Champarnaud,48977,1998-07-29
1,97141,Shaowei,Jording,50302,1998-07-29
1,219459,Chriss,Granlund,46169,1998-07-29
1,58609,Behnaam,Mawatari,40000,1998-07-28
1,22962,Nikolaos,Peek,40000,1998-07-27
1,28976,Kazuhiko,Aingworth,40000,1998-07-27
1,60825,Berna,Nitto,65974,1998-07-27
1,267556,Gita,Molenaar,42755,1998-07-27
1,440086,Hideyuki,Dulli,76434,1998-07-27
1,453527,Mohd,Tagansky,44731,1998-07-27
1,42046,Waiman,Millington,53233,1998-07-26
1,290209,Valeri,Sridhar,81129,1998-07-26
1,412631,Gian,Tetzlaff,40000,1998-07-26
1,424200,Shooichi,Yeung,40000,1998-07-26
1,441598,Jingling,Siepmann,74249,1998-07-26
1,483582,Kazuhito,Callaway,59887,1998-07-26
1,487482,Tayeb,McAlpine,40000,1998-07-26
1,32724,Alselm,Janocha,63495,1998-07-25
1,80781,Xudong,Danner,40000,1998-07-25
1,261826,Martins,Ulupinar,40000,1998-07-25
1,468248,DAIDA,Brookman,44710,1998-07-25
1,283315,Make,Chimia,40000,1998-07-24
1,263956,Shaowen,Schmiedel,40000,1998-07-23
1,400824,Zsolt,Koshiba,40000,1998-07-23
1,18888,Sajjan,Stassinopoulos,40562,1998-07-22
1,219117,Shirish,Baalen,41916,1998-07-22
1,219438,Saeko,Awdeh,54835,1998-07-22
1,242799,Kenton,Uehara,46877,1998-07-22
1,402064,Remmert,Erie,47284,1998-07-22
1,443986,Munenori,Tischendorf,48609,1998-07-22
1,79958,Xinglin,Versino,44663,1998-07-21
1,102045,Chandrasekaran,Berstel,46765,1998-07-21
1,109125,Adly,Piveteau,72554,1998-07-21
1,214008,Zhigen,Thimonier,41736,1998-07-21
1,289862,Marin,Deverell,62028,1998-07-21
1,431245,Gina,Asser,40000,1998-07-21
1,459456,Stepehn,Dahlbom,40000,1998-07-21
1,467581,Dines,Dalphin,40000,1998-07-21
1,495248,Baocai,Weisert,78810,1998-07-21
1,109379,Ramya,Rindone,81401,1998-07-20
1,222922,Mingzeng,Mungall,42542,1998-07-20
1,249721,Nigel,McConalogue,62255,1998-07-20
1,254190,Baruch,Murrill,46530,1998-07-20
1,23784,Aiman,Merli,40000,1998-07-19
1,54614,Nobuyoshi,Antonakopoulos,40097,1998-07-19
1,81981,Weicheng,Welham,72635,1998-07-19
1,92354,Chaosheng,Lammel,41560,1998-07-19
1,231635,Billie,Kalafatis,40000,1998-07-19
1,269394,Teiji,Noriega,40000,1998-07-19
1,487617,Berni,Hainaut,66691,1998-07-19
1,42174,Vishv,Schahn,40000,1998-07-18
1,471297,Zeljko,Ramras,48374,1998-07-18
1,283757,Tonia,Bennet,44071,1998-07-17
1,485191,Yonghoan,Cochrane,40000,1998-07-17
1,498939,Sushant,Chappelet,40000,1998-07-17
1,101713,Weiye,Erev,53543,1998-07-16
1,257437,Valery,Menyhert,40000,1998-07-16
1,458564,Shmuel,Portugali,61884,1998-07-16
1,11676,Valeri,Ferriere,43310,1998-07-15
1,67701,Chikara,Herbst,40000,1998-07-15
1,78863,Arie,Chinen,79101,1998-07-15
1,87948,Subhash,Kalafatis,47925,1998-07-15
1,283810,Conor,Maliniak,40000,1998-07-15
1,37648,Sreenivas,Luef,52219,1998-07-14
1,104266,Kiyokazu,Antonakopoulos,42290,1998-07-14
1,434792,Wojceich,Veevers,45687,1998-07-14
1,444060,Niteen,Deyuan,40000,1998-07-14
1,460549,Boriana,Pillow,67443,1998-07-14
1,234854,Marit,Sevcikova,86278,1998-07-13
1,253501,Xinan,Gladwell,40000,1998-07-13
1,468920,Randy,Bahk,40000,1998-07-13
1,471039,Satoru,Menhoudj,40000,1998-07-13
1,475967,Francesca,Merle,44836,1998-07-13
1,482338,Tokuyasu,Waschkowski,46027,1998-07-13
1,213001,Pragnesh,Cummings,40000,1998-07-12
1,432250,Zejun,Bernatsky,68245,1998-07-12
1,42821,Xumin,Anily,64939,1998-07-11
1,217699,Khue,Vesna,40000,1998-07-11
1,249324,Chinya,Androutsos,40000,1998-07-11
1,57006,Dung,Middleton,41975,1998-07-10
1,77665,Paddy,Fargier,60654,1998-07-10
1,434632,Gladys,Thombley,51060,1998-07-10
1,48423,Szabolcs,Famili,40000,1998-07-09
1,78427,Zeljko,Merks,59113,1998-07-09
1,288195,Shooichi,Morrey,40000,1998-07-09
1,295881,Jaihie,Standera,57758,1998-07-09
1,452388,Ung,Maraist,80561,1998-07-09
1,468615,Tzvetan,Zaiane,60028,1998-07-09
1,72920,Dekang,Radivojevic,83480,1998-07-08
1,259553,Danai,Krychniak,41057,1998-07-08
1,412303,Sanjai,Kusakari,88490,1998-07-08
1,464339,Chriss,Braccini,79462,1998-07-08
1,476558,Christoper,Chelton,40000,1998-07-08
1,225900,Tse,Roisin,40000,1998-07-07
1,69682,Gor,Siksek,40000,1998-07-06
1,103424,Geoffrey,Knightly,40000,1998-07-06
1,296288,Muzhong,Vecchi,63637,1998-07-06
1,463768,Mihalis,Pillow,40000,1998-07-06
1,479366,Mansur,Bultermann,41356,1998-07-06
1,36542,Sibyl,Dredge,40000,1998-07-04
1,234804,Uriel,Sidou,40000,1998-07-04
1,264703,Temple,Genther,50268,1998-07-04
1,278308,Sadun,Velasco,50171,1998-07-04
1,286423,Dietrich,Flanders,100936,1998-07-04
1,404750,Shahaf,Heiserman,57904,1998-07-04
1,25350,Boriana,Sommer,40000,1998-07-03
1,94030,Masato,Shobatake,40000,1998-07-03
1,273638,Chikara,Farrar,40000,1998-07-03
1,294340,Radhika,Veldwijk,62631,1998-07-03
1,409625,Serif,Lindenbaum,40000,1998-07-03
1,435827,Shimshon,Weisert,40777,1998-07-03
1,23797,Torsten,Usery,56625,1998-07-02
1,49242,Hongzue,Erman,55679,1998-07-02
1,64889,Emdad,Pauthner,64245,1998-07-02
1,85622,Berthier,Dengi,58379,1998-07-02
