emp_no,first_name,last_name,title,from_date,salary
447962,Seongbin,Linares,Staff,1998-11-18,40000
277281,Shahar,Lieberherr,Engineer,1998-11-18,40000
481017,Mooi,Sethi,Senior Staff,1998-11-18,65872
41374,JiYoung,Schurmann,Technique Leader,1998-11-18,40000
443195,Manton,Bratten,Engineer,1998-11-18,40000
451992,Yuriy,Hagimont,Engineer,1998-11-17,40000
421698,Flemming,Billawala,Senior Staff,1998-11-17,77860
216578,Koichi,Plesums,Engineer,1998-11-17,57321
49047,Dannz,Pargaonkar,Technique Leader,1998-11-17,44234
410117,Fumiyo,Beausoleil,Staff,1998-11-17,79540
411055,Pragnesh,Yurek,Senior Engineer,1998-11-17,54867
204708,Martial,Bazelow,Staff,1998-11-16,40000
295802,Xiahua,Engelmann,Engineer,1998-11-16,44662
267508,Otmar,Glowinski,Senior Engineer,1998-11-16,52131
475781,Chinhyun,Plump,Staff,1998-11-16,73661
274704,Masanao,Rothe,Senior Staff,1998-11-16,64892
227938,Uzi,Schaaf,Senior Staff,1998-11-16,46542
493801,Stein,Pews,Engineer,1998-11-16,67352
267083,JoAnna,Knightly,Senior Staff,1998-11-16,40000
280651,Yakichi,Seghrouchni,Senior Engineer,1998-11-15,57334
248599,Chinhyun,Luit,Senior Staff,1998-11-15,80295
25391,Hatsukazu,Billawala,Assistant Engineer,1998-11-15,40000
232389,Marit,Kumaresan,Engineer,1998-11-14,68963
65835,Arra,Beetstra,Senior Staff,1998-11-14,85629
447194,Anneke,Rando,Engineer,1998-11-14,49014
411482,Shaunak,Petersohn,Senior Engineer,1998-11-14,40000
88748,Satoru,Sigstam,Staff,1998-11-14,40000
411654,Shahid,Swick,Senior Engineer,1998-11-14,48638
426980,Dhritiman,Ushiama,Senior Staff,1998-11-13,40000
46004,Toshimori,Schlegelmilch,Engineer,1998-11-13,40000
292872,Mabo,Wilfing,Engineer,1998-11-13,40000
277308,Patricio,Matzat,Senior Staff,1998-11-13,75970
51694,Mohamadou,Taubman,Engineer,1998-11-13,53242
31395,Jayesh,Wursthorn,Staff,1998-11-13,50280
45352,Yuichiro,Zallocco,Engineer,1998-11-13,40000
84459,Amalendu,Barreiro,Engineer,1998-11-13,40000
210230,Chikako,Bage,Engineer,1998-11-12,40000
401129,Poorav,Speckmann,Staff,1998-11-12,57168
78085,Bingning,Gargeya,Senior Engineer,1998-11-11,40000
38196,Munehiko,Khamsi,Senior Engineer,1998-11-11,54163
28968,Shalesh,Gerteisen,Engineer,1998-11-11,62182
435880,Kwangsub,Giarratana,Senior Engineer,1998-11-11,40000
85840,Kazuhiko,Reinhart,Engineer,1998-11-11,40000
481506,Bluma,Rehfuss,Staff,1998-11-11,78393
105391,Vidya,Peac,Engineer,1998-11-11,40000
224795,Chaitali,Shokrollahi,Senior Staff,1998-11-10,84880
238643,Fumiko,Anido,Senior Staff,1998-11-10,40000
263122,Hyuckchul,Ranai,Engineer,1998-11-10,62522
65358,Kshitij,Cooley,Assistant Engineer,1998-11-10,40000
486205,Bodh,Baez,Senior Engineer,1998-11-09,40875
476347,Bojan,Morrow,Senior Staff,1998-11-09,48995
42434,Diederik,Lagarias,Senior Staff,1998-11-09,75431
83643,Jinxi,Tsukune,Engineer,1998-11-09,43995
211170,Sakthirel,Tiemann,Senior Staff,1998-11-09,48209
242275,Toshiki,Haldar,Engineer,1998-11-09,40000
71826,Chandrasekaran,Brickell,Senior Staff,1998-11-09,74771
238669,Masako,Rosenbaum,Senior Staff,1998-11-09,46456
222512,Fumitake,Murtafg,Staff,1998-11-09,40000
203013,Eran,Ritcey,Senior Engineer,1998-11-09,47870
436646,Dante,Rotem,Engineer,1998-11-08,40000
221361,Aron,Krichel,Senior Engineer,1998-11-08,40000
243103,Gao,Coney,Senior Engineer,1998-11-08,45225
289462,Takahira,Hegner,Technique Leader,1998-11-07,49974
239925,Hugo,Ellozy,Staff,1998-11-07,40000
276289,Yuchang,Gilg,Staff,1998-11-07,78960
60439,Weiru,Basawa,Senior Engineer,1998-11-07,40138
224810,Muneo,Cappello,Staff,1998-11-07,40000
478972,Shim,Stentiford,Senior Staff,1998-11-06,47190
97677,Taegyun,Poulakidas,Senior Staff,1998-11-06,81061
230367,Susuma,Lubachevsky,Senior Staff,1998-11-06,83695
218878,Pranay,Fujisawa,Senior Engineer,1998-11-06,49188
214768,Yakichi,Guardalben,Engineer,1998-11-06,53861
293914,Jungsoon,Garrabrants,Senior Staff,1998-11-06,77145
30143,Indrajit,Huttel,Senior Staff,1998-11-06,53875
405472,Takushi,Miake,Engineer,1998-11-06,40000
471239,Adas,Marletta,Senior Staff,1998-11-06,40000
415431,Willard,Manders,Technique Leader,1998-11-05,41221
298547,Toshimitsu,Underwood,Senior Engineer,1998-11-05,40000
418237,Ioana,Maquelin,Engineer,1998-11-05,40000
446380,Fumiyo,Egerstedt,Staff,1998-11-05,40000
207780,Dinah,Schade,Engineer,1998-11-05,61591
268922,Eishiro,Bonifati,Senior Staff,1998-11-05,65189
293851,Golgen,Callaway,Assistant Engineer,1998-11-04,40000
225816,Bader,Jansen,Senior Staff,1998-11-04,65039
73318,Elliott,Highland,Engineer,1998-11-04,40000
202386,Nadjib,Marshall,Senior Staff,1998-11-04,86296
493999,Arvind,Driscoll,Staff,1998-11-03,40000
88403,Nigel,Ramaiah,Staff,1998-11-03,42013
286939,Arvin,Litzler,Engineer,1998-11-03,67028
250304,Brigham,Rusterholz,Staff,1998-11-03,40000
457125,Leah,Krupka,Senior Staff,1998-11-03,81202
25717,Froduald,Speek,Senior Staff,1998-11-03,66977
403999,Boguslaw,Pouyioutas,Senior Staff,1998-11-03,40000
62155,Akemi,Basawa,Assistant Engineer,1998-11-02,40170
17012,Valdiodio,Petereit,Senior Engineer,1998-11-02,40000
247086,Boaz,Mundy,Senior Staff,1998-11-02,53028
421749,Dietrich,Calkin,Engineer,1998-11-02,40000
423844,Masadi,Smeets,Engineer,1998-11-02,53842
439027,Munir,Riexinger,Staff,1998-11-02,60754
480350,Zijian,Kalloufi,Senior Staff,1998-11-02,72913
452405,Shawna,Ulupinar,Senior Engineer,1998-11-01,40000
53943,Yannis,Hagimont,Engineer,1998-11-01,48421
258292,Bodo,Leivant,Senior Staff,1998-11-01,49669
206301,Huiqun,Yavatkar,Senior Engineer,1998-11-01,40000
269923,Sanjiv,Vadhan,Staff,1998-11-01,95408
11319,Pranas,Marrakchi,Assistant Engineer,1998-11-01,40000
268015,Rajmohan,Waterhouse,Engineer,1998-11-01,40000
299515,Reinhold,Hutter,Senior Staff,1998-11-01,58078
244780,Domenico,Itzfeldt,Engineer,1998-11-01,67177
35489,Jeanne,Godskesen,Senior Staff,1998-11-01,42090
497212,Yakichi,Lambe,Senior Staff,1998-11-01,61696
444882,Masoud,Cronau,Senior Engineer,1998-11-01,41230
234300,Subhrajyoti,Beznosov,Senior Engineer,1998-10-31,55647
463370,Khue,Eiter,Staff,1998-10-31,40000
252982,Mandell,Pehl,Technique Leader,1998-10-31,51014
464022,Bartek,Beznosov,Staff,1998-10-30,69698
433130,Mihalis,Itzfeldt,Engineer,1998-10-30,40000
221172,DAIDA,Bugaenko,Staff,1998-10-30,91106
410124,Froduald,Veccia,Senior Engineer,1998-10-30,53239
283048,Akeno,Ruemmler,Engineer,1998-10-30,45205
270634,Akeel,Vakili,Senior Engineer,1998-10-30,57610
485309,Ute,Rahier,Staff,1998-10-30,56554
273563,Shaz,Ohori,Senior Engineer,1998-10-30,50179
45166,Licheng,Lorho,Senior Staff,1998-10-29,54187
60764,Taizo,Stamatiou,Senior Engineer,1998-10-29,40000
79879,Masako,Schaap,Senior Staff,1998-10-29,40000
80200,Yurii,Ghazalie,Engineer,1998-10-29,59857
32251,Inderjeet,Tsukuda,Staff,1998-10-28,40000
98682,Naraig,Parhami,Senior Staff,1998-10-28,40000
58132,Zdislav,Kawashimo,Senior Staff,1998-10-28,90688
255157,Saeed,Zlotek,Assistant Engineer,1998-10-28,40000
439337,Alair,DiGiano,Senior Staff,1998-10-28,79338
11338,Kwangsub,Hanratty,Senior Staff,1998-10-28,82210
92965,Weiye,Salinas,Staff,1998-10-27,56969
480271,Zita,Sooriamurthi,Senior Engineer,1998-10-27,53938
208877,Yinghua,Shihab,Senior Engineer,1998-10-27,60635
423168,Faiza,Oehlmann,Senior Staff,1998-10-27,41265
477783,Bikash,Gajiwala,Engineer,1998-10-27,40000
13250,Zeydy,Schusler,Senior Engineer,1998-10-27,47829
275225,Mong,Luce,Staff,1998-10-27,54617
48176,Hauke,Templeman,Staff,1998-10-26,40000
244360,Mountaz,Swiler,Senior Engineer,1998-10-26,56531
461123,Jongsuk,Maraist,Senior Engineer,1998-10-26,40000
296047,Mariusz,Schlenzig,Assistant Engineer,1998-10-26,40000
447385,Yongqiao,Skrikant,Staff,1998-10-26,76277
280430,Sudharsan,Syrotiuk,Senior Engineer,1998-10-26,61214
427122,Uli,Ladret,Staff,1998-10-26,54178
460522,Dinkar,Weedman,Staff,1998-10-26,40000
74315,Kristinn,Henseler,Engineer,1998-10-26,40000
416446,Berna,Antonakopoulos,Senior Engineer,1998-10-25,44541
74014,Hilary,Benaini,Senior Engineer,1998-10-25,44130
31709,Jinpo,Boissier,Senior Engineer,1998-10-25,40000
268911,Randi,Carrera,Staff,1998-10-25,40000
232243,Manton,Encarnacion,Senior Staff,1998-10-25,49879
408422,Mayuri,Whittlesey,Engineer,1998-10-25,40000
245503,Lakshmi,Narahara,Senior Engineer,1998-10-25,50226
249439,Billur,Sidhu,Engineer,1998-10-25,65081
266217,Wuxu,Takanami,Staff,1998-10-25,40000
33696,Danny,Famili,Engineer,1998-10-25,40000
456929,Torsten,Capobianchi,Senior Staff,1998-10-24,40000
255403,Yuqun,Goldhammer,Staff,1998-10-24,63736
490462,Manibrata,Fraisse,Technique Leader,1998-10-24,40000
79411,Akemi,Beidas,Senior Staff,1998-10-24,57780
43040,Ulises,Nittel,Senior Staff,1998-10-24,69716
240469,Harngdar,Oxenboll,Staff,1998-10-24,89534
486931,Peternela,Bernini,Engineer,1998-10-24,48923
66086,Sverrir,Salvesen,Senior Engineer,1998-10-24,57240
56406,Sachem,Schusler,Staff,1998-10-23,54333
207426,Mats,Panangaden,Assistant Engineer,1998-10-23,58946
44011,Panayotis,Karner,Senior Engineer,1998-10-23,45086
416788,Apostol,Hoogerwoord,Senior Staff,1998-10-23,55008
291607,Boguslaw,Swift,Senior Staff,1998-10-23,43322
251913,Rildo,Hellwagner,Engineer,1998-10-23,49131
278703,Irena,Kitai,Staff,1998-10-23,66322
240592,Duke,Kilgore,Senior Engineer,1998-10-23,40000
412109,Tadanori,Naumovich,Senior Engineer,1998-10-23,40000
103024,Patricio,Jakobus,Senior Engineer,1998-10-22,40000
25145,Serge,Ashish,Senior Engineer,1998-10-22,40000
286598,Yuuichi,Rissland,Senior Engineer,1998-10-22,53439
278882,Garnet,Vrecion,Staff,1998-10-22,48434
204337,Brewster,Erol,Assistant Engineer,1998-10-22,40000
81068,Uno,Ecklund,Senior Engineer,1998-10-22,41658
240750,Shrikanth,Bernatsky,Engineer,1998-10-22,76789
83476,Steve,Porenta,Senior Staff,1998-10-22,42521
450735,Chaitali,Naumovich,Staff,1998-10-22,71020
273935,Heng,Gils,Senior Engineer,1998-10-22,40000
70824,Kauko,Mawatari,Senior Staff,1998-10-22,57491
88825,Fun,Alvarado,Staff,1998-10-22,64077
486888,Florina,Veeraraghavan,Staff,1998-10-22,74617
445479,Urs,Porotnikoff,Engineer,1998-10-22,48708
484447,Christophe,Rajaraman,Senior Engineer,1998-10-21,54556
429194,Bingning,Scharstein,Senior Engineer,1998-10-21,40000
31877,Masoud,Ossenbruggen,Engineer,1998-10-21,40000
78436,Arne,Schaap,Senior Engineer,1998-10-21,51421
472255,Marlo,Krohn,Senior Staff,1998-10-21,55996
459767,Badri,Michaels,Staff,1998-10-21,40000
433188,Bernt,Petereit,Senior Staff,1998-10-20,40000
39971,Odoardo,Antonisse,Senior Staff,1998-10-20,52482
89125,Danel,Sinitsyn,Technique Leader,1998-10-20,40000
220772,Ingmar,Ranka,Senior Staff,1998-10-20,54119
410638,Baoqiu,Lieberherr,Senior Engineer,1998-10-20,55978
50048,Indrajit,Lindqvist,Senior Staff,1998-10-20,43392
287213,Geraldo,Mellouli,Senior Staff,1998-10-20,53184
244982,Sajjad,Wolniewicz,Senior Engineer,1998-10-20,47410
53530,Gully,Pintelas,Assistant Engineer,1998-10-19,54088
70563,Naraig,Klerer,Staff,1998-10-19,51917
416604,Gonzalo,Kambil,Senior Staff,1998-10-19,70985
430300,Xuedong,Binkley,Staff,1998-10-19,42148
243378,Nirmal,Matzel,Senior Staff,1998-10-18,60221
449915,Vasiliy,Maierhofer,Engineer,1998-10-18,40000
412912,Dmitry,Rousseau,Engineer,1998-10-18,40000
101855,Sven,Majewski,Senior Staff,1998-10-18,59799
414631,Theirry,Maliniak,Engineer,1998-10-18,52285
402533,Martins,Rijckaert,Engineer,1998-10-18,62655
401245,Christoper,Burnard,Senior Engineer,1998-10-18,57738
62629,Shigeaki,Ratnaker,Senior Staff,1998-10-17,78609
94838,Howell,Czap,Senior Staff,1998-10-17,56605
456556,Gay,Ghemri,Senior Staff,1998-10-17,57255
400878,Tru,Demir,Senior Engineer,1998-10-17,40000
41187,Jacqueline,Maquelin,Staff,1998-10-17,41604
438999,Juichirou,Daescu,Staff,1998-10-17,45702
67589,Hausi,Lampe,Senior Staff,1998-10-17,40000
233147,Yishai,Teitelbaum,Senior Engineer,1998-10-16,44153
282764,Marjo,Tokunaga,Senior Staff,1998-10-16,55369
459991,Nevin,Salinas,Senior Engineer,1998-10-16,46545
266255,Manu,Dehkordi,Engineer,1998-10-16,54543
249453,Shim,Merle,Senior Engineer,1998-10-16,40000
106756,Arup,Suessmith,Staff,1998-10-16,71811
495033,Gal,Halloran,Senior Staff,1998-10-16,63432
477594,Aris,Yoshizawa,Senior Engineer,1998-10-16,57364
205810,Lenore,Chiola,Senior Staff,1998-10-15,40000
429431,Huiqun,Reutenauer,Engineer,1998-10-15,40000
253487,Henk,Pokrovskii,Senior Engineer,1998-10-15,40000
215218,Shiv,Cappello,Staff,1998-10-15,41418
469887,Gad,Highland,Senior Engineer,1998-10-15,69432
441407,Atreyi,Roohalamini,Engineer,1998-10-14,57918
447989,Wojceich,Gini,Staff,1998-10-14,67692
29329,Takushi,Sooriamurthi,Senior Engineer,1998-10-14,58949
29511,Sadegh,Taubman,Engineer,1998-10-13,47419
97724,Jagoda,Pezzoli,Assistant Engineer,1998-10-13,40000
234782,Yuriy,Pehl,Senior Staff,1998-10-13,73482
11871,Nalini,Sommen,Senior Engineer,1998-10-13,67424
265936,Fun,Kawashimo,Senior Staff,1998-10-13,70349
248951,Matt,Zultner,Engineer,1998-10-13,47357
433127,Masali,Hellwagner,Senior Engineer,1998-10-13,54486
453150,Shahid,Deville,Engineer,1998-10-13,44590
222239,Zhiguo,Kilgour,Engineer,1998-10-13,40000
417000,Baruch,Shokrollahi,Senior Engineer,1998-10-12,50210
448014,Kristof,Selenyi,Engineer,1998-10-12,51255
276058,Shiv,Tchuente,Engineer,1998-10-12,48872
478939,Tommaso,Riefers,Assistant Engineer,1998-10-12,57443
254759,Sreekrishna,Talmor,Senior Engineer,1998-10-12,40000
101067,Kerhong,Schmittgen,Assistant Engineer,1998-10-12,54297
234500,Dmitry,Zockler,Engineer,1998-10-12,66624
492425,Masamitsu,Kopetz,Senior Engineer,1998-10-11,40000
83477,Jayson,Frijda,Engineer,1998-10-11,53572
226453,Saniya,Leonhardt,Engineer,1998-10-11,49755
490487,Gino,Reistad,Staff,1998-10-10,40000
421954,Leandro,Reeker,Staff,1998-10-10,40000
446512,Chiranjit,Ruther,Technique Leader,1998-10-10,47776
299921,Hatem,Bondorf,Staff,1998-10-10,40000
266547,Kasturi,Stassinopoulos,Senior Engineer,1998-10-10,46279
13238,Ebru,Foote,Senior Staff,1998-10-10,40000
278189,Yinlin,Gunderson,Senior Engineer,1998-10-10,43317
400608,Tsz,Butner,Senior Engineer,1998-10-08,40000
472303,Kiam,Schmiedel,Senior Staff,1998-10-08,40000
462086,Fayez,Bressoud,Senior Engineer,1998-10-08,40000
201944,Shooichi,Guting,Senior Engineer,1998-10-07,40000
63128,Zhensheng,Gulak,Senior Staff,1998-10-07,59072
30408,Masasuke,Crelier,Engineer,1998-10-07,40000
80092,Yucel,Wilharm,Senior Engineer,1998-10-07,76550
415481,Branimir,Ulupinar,Senior Engineer,1998-10-06,58250
258621,Arne,Aloia,Senior Engineer,1998-10-06,43619
262260,Ishfaq,Lund,Senior Engineer,1998-10-06,44838
252284,Juichirou,Koyama,Engineer,1998-10-05,46417
482679,Krister,Decleir,Staff,1998-10-05,52437
69625,Remmert,Taneja,Staff,1998-10-05,85397
57915,Aral,Kermarrec,Senior Staff,1998-10-05,40000
466487,Makato,Strooper,Staff,1998-10-05,62415
17816,Toshimo,Kenevan,Senior Engineer,1998-10-05,74497
10642,Hirochika,Narlikar,Engineer,1998-10-05,40000
210291,Tze,Stenning,Senior Engineer,1998-10-05,50481
32481,Dipankar,Nanard,Senior Staff,1998-10-05,40000
280979,Remmert,Orsini,Staff,1998-10-05,77998
93747,Martina,Christ,Senior Engineer,1998-10-04,54442
22216,Thodoros,Cooley,Assistant Engineer,1998-10-04,64616
80131,Gill,Schurmann,Staff,1998-10-04,40000
250339,Jongsuk,Ferriere,Senior Staff,1998-10-04,54198
206091,Zhaofang,Knightly,Staff,1998-10-04,44499
61869,Manu,Hemaspaandra,Senior Engineer,1998-10-03,40000
462116,Mahmut,Ramras,Engineer,1998-10-03,47858
405024,Oddvar,Preusig,Engineer,1998-10-03,56703
257888,Zhensheng,Tiemann,Senior Engineer,1998-10-03,41353
296033,Youngkon,Peak,Senior Engineer,1998-10-03,40000
87738,Ipke,Sluis,Senior Staff,1998-10-03,80766
221644,Jeong,Peyn,Engineer,1998-10-03,40000
291294,Yoshimitsu,Luby,Staff,1998-10-03,65096
499133,Shahab,Pfau,Engineer,1998-10-02,64460
206847,Luise,Akazan,Senior Staff,1998-10-02,71871
236190,Ugo,Lichtner,Senior Engineer,1998-10-02,49175
203459,Lunjin,Juneja,Senior Staff,1998-10-02,40000
287218,Maris,Swen,Staff,1998-10-02,40000
21523,Eldridge,Lores,Senior Engineer,1998-10-02,40000
58357,Djenana,Vecchi,Senior Engineer,1998-10-02,46870
494166,Marit,Khalid,Assistant Engineer,1998-10-02,40000
81177,Bodh,Berendt,Assistant Engineer,1998-10-02,68201
236294,Christ,Khalil,Senior Staff,1998-10-01,47072
414844,Genevieve,Stroustrup,Assistant Engineer,1998-10-01,40000
471766,Tadanori,Miake,Senior Engineer,1998-10-01,56048
63778,Gio,Sudkamp,Engineer,1998-10-01,40000
274436,Brewster,Zockler,Senior Staff,1998-10-01,86796
230321,Gunilla,Alencar,Senior Staff,1998-10-01,50835
282261,Huai,Jumpertz,Senior Staff,1998-09-30,47954
468165,Armond,Slutz,Staff,1998-09-30,55853
437844,Marlo,Pero,Staff,1998-09-30,52125
485460,Przemyslawa,Karner,Senior Engineer,1998-09-30,41526
75186,Filipp,Miyakawa,Senior Staff,1998-09-29,59874
432555,Herbert,Krybus,Staff,1998-09-29,40000
75965,Geraldo,Babu,Senior Staff,1998-09-29,40000
240014,Manibrata,Swiler,Senior Engineer,1998-09-29,40000
102144,Bernice,Karlin,Engineer,1998-09-28,40000
466666,Visit,Gente,Senior Engineer,1998-09-28,55097
107797,Wayne,Strandh,Senior Engineer,1998-09-28,43210
47227,Jiafu,Gulla,Senior Engineer,1998-09-28,60919
412295,Bezalel,Scharstein,Staff,1998-09-28,54686
32032,Harjit,Kermarrec,Senior Staff,1998-09-28,80483
81142,Heon,Zastre,Senior Staff,1998-09-27,40000
463659,Gretta,Driscoll,Senior Engineer,1998-09-27,40000
435135,Anoosh,Keirsey,Engineer,1998-09-27,56825
446871,Munenori,Brobst,Senior Engineer,1998-09-27,62905
418096,Teruyuki,Montresor,Assistant Engineer,1998-09-27,40000
489909,Amabile,Kampfer,Senior Engineer,1998-09-26,40000
277252,Sampalli,Gurbaxani,Engineer,1998-09-26,40000
432581,Vivian,Perl,Senior Engineer,1998-09-26,46362
436209,Manton,Kermarrec,Senior Engineer,1998-09-26,40000
216075,Nimmagadda,Kranzdorf,Senior Staff,1998-09-26,69047
86856,Vasilis,Perelgut,Staff,1998-09-26,60431
45962,Remco,Kalorkoti,Senior Engineer,1998-09-26,40000
245997,Zhongwei,Rusterholz,Senior Staff,1998-09-25,51278
216318,Guozhong,Maierhofer,Engineer,1998-09-25,49678
271330,Phillip,Werthner,Staff,1998-09-25,42913
81672,Kazuhito,Aloia,Engineer,1998-09-25,40000
286247,Vasilis,Sambasivam,Staff,1998-09-25,54865
430910,Duro,Taneja,Engineer,1998-09-25,45988
34030,Nobuyoshi,Rodiger,Staff,1998-09-25,84366
268339,Sigeru,Jonsson,Engineer,1998-09-25,53173
424491,Caolyn,Munoz,Staff,1998-09-24,68978
431032,Moni,Anick,Senior Engineer,1998-09-24,40347
457131,Visit,Herbst,Staff,1998-09-24,40000
469944,Tianruo,Frijda,Senior Staff,1998-09-24,61491
454739,Paddy,Rikino,Senior Engineer,1998-09-23,40000
405010,Genevieve,Bierman,Senior Staff,1998-09-23,42921
285017,Hideyuki,Tibblin,Senior Engineer,1998-09-23,40000
252862,Shahab,Schicker,Senior Staff,1998-09-23,59519
433738,Toshimi,Petersohn,Staff,1998-09-23,50419
273945,Aruna,Rijckaert,Senior Staff,1998-09-23,40000
236373,Mahendra,Fujisaki,Staff,1998-09-22,59281
92053,Uri,Gonthier,Engineer,1998-09-22,79053
415807,Adamantios,Encarnacion,Senior Staff,1998-09-22,59863
86617,Mingsen,Desikan,Senior Staff,1998-09-22,59780
57877,Brigham,Delgrande,Senior Engineer,1998-09-22,74055
259467,Marit,Majewski,Senior Staff,1998-09-22,65770
480862,Maris,Kropp,Staff,1998-09-22,62893
280910,Arve,Dehkordi,Staff,1998-09-22,86669
487169,Toshimi,Naumovich,Senior Engineer,1998-09-22,40000
216678,Khatoun,Laurillard,Senior Staff,1998-09-21,40000
92801,Marco,Vrecion,Engineer,1998-09-21,46452
23907,Isamu,Dahlbom,Staff,1998-09-21,68827
283557,Hironobu,Teitelbaum,Staff,1998-09-21,77621
11515,Ulf,Basawa,Staff,1998-09-21,70182
489504,Apostol,Kriebel,Staff,1998-09-21,63259
84263,Jackson,Henseler,Senior Staff,1998-09-20,68464
61018,Marco,Zallocco,Staff,1998-09-20,59388
479878,Kwan,Orlowska,Engineer,1998-09-20,40000
222403,Djenana,Lyonns,Senior Staff,1998-09-20,40000
108676,Alassane,Angot,Senior Staff,1998-09-20,40000
498289,Spyrose,Schmezko,Engineer,1998-09-19,51219
231756,Ronnie,Barreiro,Engineer,1998-09-19,40000
222456,Wilmer,Peek,Technique Leader,1998-09-19,41496
473954,Kristin,Bugrara,Senior Staff,1998-09-19,74152
84910,Kaijung,Mondadori,Senior Staff,1998-09-18,45821
435851,Tru,Asser,Senior Engineer,1998-09-18,67996
471422,Teunis,Atchley,Staff,1998-09-18,85455
94684,Subbu,Stiles,Senior Engineer,1998-09-18,48058
297270,Masoud,Zucker,Staff,1998-09-17,56697
109306,Isaac,Pietrzykowski,Senior Staff,1998-09-17,61192
278126,Zdislav,Greibach,Senior Staff,1998-09-17,67718
417666,Heping,Ranst,Senior Engineer,1998-09-17,56393
63789,Urs,Sgarro,Staff,1998-09-16,40000
463081,Leen,Chaudhury,Senior Engineer,1998-09-16,61577
69613,Gay,Tsukuda,Staff,1998-09-16,56822
42424,Adin,Picco,Engineer,1998-09-16,40000
459547,Pohua,Hardjono,Senior Engineer,1998-09-16,40000
425078,Tommaso,Angiulli,Engineer,1998-09-15,50928
243114,Gererd,Kemmerer,Senior Engineer,1998-09-15,74322
89080,Gil,Smeets,Engineer,1998-09-15,61361
493200,Feiyu,Jansch,Engineer,1998-09-15,40428
204157,Danel,Gomatam,Senior Staff,1998-09-15,69648
23969,Elgin,Sullins,Senior Engineer,1998-09-15,61491
202042,Margareta,Strehl,Senior Staff,1998-09-15,73669
40977,Elvia,Sinicrope,Staff,1998-09-14,85663
78168,Yinlin,Kushnir,Senior Engineer,1998-09-14,62826
211250,Paloma,Luca,Senior Engineer,1998-09-14,40000
46028,Sakthirel,Emmerich,Senior Staff,1998-09-14,66926
91637,Gino,Menhoudj,Staff,1998-09-14,70947
86948,Rosita,Swan,Staff,1998-09-14,77472
36603,Heon,Unno,Senior Engineer,1998-09-14,40000
484829,Maris,Hettesheimer,Engineer,1998-09-14,40000
472194,Bokyung,Zultner,Staff,1998-09-13,40000
15410,Wilmer,Kushner,Senior Staff,1998-09-13,58123
18108,Sanjai,Genin,Staff,1998-09-13,76712
292183,Shahar,Akiyama,Senior Staff,1998-09-13,46478
67164,Eckart,Bade,Senior Engineer,1998-09-13,40000
89318,Uli,Plump,Senior Staff,1998-09-12,48549
419828,Nectarios,Skogmar,Senior Engineer,1998-09-12,40000
439309,Gila,Ligten,Engineer,1998-09-12,40000
472829,Baziley,Highland,Senior Staff,1998-09-12,58881
498075,Shimshon,Goodrum,Senior Engineer,1998-09-12,40000
251013,Sugwoo,Pietracaprina,Technique Leader,1998-09-12,40000
34333,Jaihie,Luef,Senior Staff,1998-09-12,65893
298094,Shawna,Bahr,Senior Staff,1998-09-11,40000
439823,Remko,Erdi,Engineer,1998-09-11,45338
27255,Yannis,Kropf,Staff,1998-09-11,77797
288430,Rafael,Shrader,Staff,1998-09-11,51277
471038,Arumugam,Marrakchi,Senior Engineer,1998-09-11,54381
99703,Manton,Berstel,Senior Engineer,1998-09-11,71946
266751,Dhritiman,Penz,Senior Staff,1998-09-11,42381
260612,Roded,Conte,Staff,1998-09-10,79824
433020,Adas,Rahimi,Engineer,1998-09-10,40000
41200,Huei,Leppanen,Engineer,1998-09-10,40000
35440,Paloma,Xiaoshan,Senior Engineer,1998-09-10,40000
219589,Supot,Worfolk,Senior Engineer,1998-09-10,48399
457846,Krisda,Alblas,Senior Staff,1998-09-10,77839
38551,Sangeeta,Angelopoulos,Engineer,1998-09-10,40000
36002,Moto,Siepmann,Staff,1998-09-10,40000
484020,Ayakannu,Oppitz,Senior Engineer,1998-09-10,49530
426428,Aloke,Bierbaum,Staff,1998-09-10,66468
283415,Serap,Melski,Senior Engineer,1998-09-10,40000
233097,Djenana,Olano,Senior Engineer,1998-09-10,62261
282968,Baoqiu,Picci,Staff,1998-09-09,40000
225760,Subhrajyoti,Adachi,Staff,1998-09-09,47857
107625,Quingbo,Schwabacher,Assistant Engineer,1998-09-09,40000
19244,Guenter,Vitiello,Staff,1998-09-09,51173
413888,Spyrose,Ranze,Senior Staff,1998-09-08,68273
233526,Yuchang,Comyn,Senior Engineer,1998-09-08,40000
73965,Tonia,Verhaegen,Engineer,1998-09-08,40000
468477,Yuguang,Conde,Senior Engineer,1998-09-08,40000
408269,Jessie,Hebert,Senior Staff,1998-09-08,61785
491433,Remzi,Bodoff,Senior Staff,1998-09-08,40000
205700,Gay,Luit,Staff,1998-09-07,68397
227943,Sushant,Przulj,Senior Engineer,1998-09-07,45832
296186,Arunas,Fandrianto,Senior Engineer,1998-09-07,55948
258357,Ranan,Danecki,Senior Staff,1998-09-07,71913
60083,Bojan,Cunliffe,Senior Staff,1998-09-07,59327
94425,Kersti,Nergos,Senior Staff,1998-09-07,69211
418130,Toshimitsu,Verhoeff,Senior Staff,1998-09-07,66252
435240,Cullen,Janetzko,Senior Staff,1998-09-06,41157
100678,Premal,Terkki,Senior Engineer,1998-09-06,40000
73901,Arif,Ernst,Engineer,1998-09-06,54929
82063,Shaunak,Plump,Engineer,1998-09-06,42422
